9.248334, 9.971089, 9.129672, 9.193247, 9.438026
4.172933, 4.738731, 4.494317, 4.621437, 4.214361
3.167375, 2.906989, 3.025072, 3.016603, 2.877033
2.194243, 2.157900, 2.086264, 2.268141, 2.284559
1.768228, 1.552512, 1.568228, 1.554970, 1.538656
1.527798, 1.388011, 1.421792, 1.461775, 1.463005
1.107768, 1.115049, 1.056671, 1.062034, 1.050136
1.064935, 1.053244, 1.143249, 1.071008, 1.068199
0.915100, 0.938335, 0.878529, 0.833609, 0.898514
0.721985, 0.719669, 0.718679, 0.740162, 0.726408
0.735155, 0.722508, 0.718256, 0.763829, 0.716258
0.763550, 0.761589, 0.770944, 0.764774, 0.733130
0.573460, 0.597132, 0.567525, 0.563715, 0.561554
0.555024, 0.572762, 0.577375, 0.647206, 0.586967
0.598169, 0.583721, 0.561380, 0.588658, 0.568481
0.594618, 0.591030, 0.569357, 0.577049, 0.605530
0.406024, 0.417459, 0.417374, 0.422132, 0.424437
0.425559, 0.433038, 0.409655, 0.417595, 0.433187
0.439133, 0.420937, 0.431954, 0.403653, 0.420788
0.428356, 0.416539, 0.424649, 0.429615, 0.438473
0.422729, 0.433991, 0.440297, 0.449006, 0.430793
0.438943, 0.455057, 0.438695, 0.441080, 0.440310
0.458671, 0.458710, 0.440190, 0.430678, 0.418789
0.437155, 0.429397, 0.450321, 0.458449, 0.448883
0.258094, 0.251961, 0.259101, 0.261455, 0.254357
0.268620, 0.263993, 0.292931, 0.306535, 0.246723
0.300147, 0.281676, 0.315066, 0.293677, 0.302775
0.319442, 0.310772, 0.274223, 0.294312, 0.329222
0.293244, 0.309834, 0.363287, 0.304746, 0.283040
0.346848, 0.379754, 0.313646, 0.335316, 0.381320
0.332777, 0.434906, 0.297927, 0.368559, 0.393998
0.320076, 0.331127, 0.397300, 0.367331, 0.295705
0.349440, 0.414188, 0.384810, 0.368796, 0.427666
0.445482, 0.394873, 0.339131, 0.405827, 0.346806
0.329151, 0.454217, 0.482787, 0.395846, 0.473798
0.422071, 0.415228, 0.379300, 0.348418, 0.412028
0.331872, 0.437531, 0.421354, 0.451780, 0.466216
0.407303, 0.360245, 0.390385, 0.514426, 0.454306
0.426518, 0.416197, 0.503596, 0.435408, 0.456288
0.389563, 0.389808, 0.515419, 0.466479, 0.338732
0.455564, 0.461530, 0.450966, 0.488013, 0.434988
0.469772, 0.439914, 0.501656, 0.350654, 0.330142
0.434137, 0.411759, 0.396387, 0.448344, 0.387609
0.357451, 0.445020, 0.396659, 0.377972, 0.375420
0.368958, 0.499839, 0.474815, 0.510630, 0.478013
0.522298, 0.451027, 0.418923, 0.486179, 0.453735
0.528890, 0.478804, 0.416384, 0.418439, 0.478321
0.479744, 0.480332, 0.471913, 0.515478, 0.436688
