7.857295, 8.290754, 7.256896, 7.662122, 8.439695
4.411183, 4.276995, 4.367208, 3.914459, 4.375141
2.901224, 2.787668, 2.736038, 2.751413, 2.702048
1.810335, 2.102779, 2.025950, 2.042878, 2.081131
1.593779, 1.551747, 1.538777, 1.582601, 1.574210
1.356544, 1.471463, 1.396333, 1.420839, 1.454558
1.094789, 1.030720, 1.035956, 1.037495, 1.033064
1.105780, 1.057404, 1.051011, 1.032656, 1.039780
0.868578, 0.867986, 0.917791, 0.878250, 0.866652
0.704399, 0.713587, 0.704966, 0.740821, 0.708856
0.718003, 0.726284, 0.722314, 0.731439, 0.704587
0.732821, 0.732622, 0.702113, 0.728795, 0.697885
0.540614, 0.556487, 0.548011, 0.552045, 0.575486
0.566338, 0.573321, 0.564209, 0.545517, 0.575977
0.551399, 0.545048, 0.543819, 0.579317, 0.538007
0.555680, 0.546025, 0.550373, 0.559828, 0.561515
0.391604, 0.400028, 0.396983, 0.400743, 0.356264
0.398703, 0.392380, 0.403305, 0.394789, 0.390682
0.392090, 0.397968, 0.411162, 0.390947, 0.392746
0.391693, 0.397492, 0.390399, 0.398869, 0.393785
0.405788, 0.396343, 0.406270, 0.425323, 0.399452
0.419404, 0.413129, 0.404847, 0.417284, 0.398983
0.399170, 0.401346, 0.408681, 0.415024, 0.399744
0.400548, 0.409167, 0.400720, 0.415117, 0.404439
0.238662, 0.228136, 0.232017, 0.240256, 0.222842
0.234452, 0.230154, 0.228618, 0.232342, 0.240263
0.226618, 0.226172, 0.236257, 0.233372, 0.234477
0.231183, 0.237717, 0.231059, 0.231519, 0.236650
0.239288, 0.237148, 0.240744, 0.235691, 0.232082
0.230535, 0.241283, 0.229450, 0.230312, 0.227839
0.245204, 0.233683, 0.232312, 0.249056, 0.229036
0.243063, 0.235386, 0.236076, 0.242951, 0.254231
0.237573, 0.256075, 0.251992, 0.232362, 0.235834
0.244394, 0.232755, 0.242429, 0.233659, 0.240195
0.246565, 0.237888, 0.250175, 0.236922, 0.241400
0.252091, 0.242986, 0.236875, 0.238584, 0.239664
0.241646, 0.257705, 0.241575, 0.241003, 0.233454
0.250266, 0.244612, 0.252274, 0.246868, 0.248273
0.248464, 0.266350, 0.271508, 0.239528, 0.251764
0.261288, 0.259753, 0.254780, 0.255036, 0.241083
0.264765, 0.253348, 0.247609, 0.263563, 0.250828
0.271874, 0.263397, 0.256373, 0.277145, 0.260011
0.262736, 0.272923, 0.278367, 0.275550, 0.324246
0.302290, 0.287960, 0.287965, 0.280177, 0.291266
0.300628, 0.301242, 0.287075, 0.273562, 0.297851
0.337058, 0.292069, 0.341200, 0.310229, 0.344184
0.298937, 0.306241, 0.304238, 0.321823, 0.291564
0.392608, 0.268829, 0.322233, 0.291819, 0.345605
