0.332374, 0.285634, 0.276557, 0.279849, 0.287995
0.401959, 0.401351, 0.401992, 0.399465, 0.404880
0.551114, 0.553699, 0.553916, 0.550378, 0.553063
0.707978, 0.577454, 0.710569, 0.710408, 0.711629
1.029878, 1.040091, 1.184257, 0.909989, 0.903053
1.266300, 1.380924, 1.344778, 1.365121, 1.369592
2.024044, 1.938736, 1.895638, 2.051452, 2.027023
2.648337, 2.976328, 3.021741, 2.982494, 2.816578
3.947137, 4.364267, 4.600324, 3.818013, 4.253512
9.080890, 7.641022, 7.589484, 7.506086, 7.468901
