1 nodes
.
0.332242, 0.186379, 0.204665, 1.841432, 0.195588
5.129023, 4.003590, 4.036989, 3.875758, 3.963300
3.249346, 2.641896, 2.560120, 2.653318, 2.794223
2.387539, 1.995256, 2.007957, 2.002830, 1.991230
1.844815, 1.503325, 1.501948, 1.499773, 1.502438
1.630089, 1.315419, 1.339515, 1.337590, 1.337422
1.261306, 1.011627, 1.012117, 1.017451, 1.009866
1.258091, 1.016799, 1.009468, 1.009064, 1.016724
1.048407, 0.851902, 0.850571, 0.853771, 0.854481
0.842568, 0.685240, 0.685791, 0.689415, 0.688089
0.840468, 0.688638, 0.685609, 0.685075, 0.690805
0.830346, 0.688073, 0.686497, 0.693102, 0.686042
0.625445, 0.524299, 0.524253, 0.523888, 0.525029
0.629397, 0.524837, 0.526289, 0.523246, 0.526599
0.623120, 0.523054, 0.542738, 0.520120, 0.525181
0.624632, 0.527582, 0.532137, 0.536695, 0.527618
0.367864, 0.370845, 0.368997, 0.366970, 0.369149
0.371723, 0.371638, 0.368432, 0.369740, 0.371734
0.374700, 0.369108, 0.371719, 0.370884, 0.369416
0.368791, 0.370166, 0.375832, 0.370859, 0.369788
0.371477, 0.369247, 0.370179, 0.368913, 0.370299
0.369572, 0.369578, 0.370067, 0.373245, 0.370269
0.369074, 0.372120, 0.372308, 0.369399, 0.386996
0.369710, 0.371223, 0.374721, 0.369099, 0.367307
0.207434, 0.213297, 0.210318, 0.209683, 0.208320
0.206544, 0.207793, 0.208615, 0.212731, 0.212891
0.208084, 0.206658, 0.208643, 0.206839, 0.210575
0.205564, 0.206237, 0.210411, 0.211815, 0.205861
0.207520, 0.210314, 0.206619, 0.210204, 0.206550
0.206738, 0.209185, 0.214603, 0.207654, 0.206335
0.211340, 0.211982, 0.207760, 0.207960, 0.210051
0.207715, 0.204932, 0.207487, 0.204894, 0.209841
0.204775, 0.205442, 0.205915, 0.207743, 0.205483
0.207056, 0.205114, 0.205401, 0.206002, 0.207609
0.205960, 0.207675, 0.205582, 0.205436, 0.206535
0.207721, 0.207043, 0.207674, 0.207110, 0.205541
0.206660, 0.206127, 0.205810, 0.205474, 0.206498
0.207251, 0.206348, 0.208438, 0.207802, 0.209750
0.205767, 0.206029, 0.207114, 0.206310, 0.208722
0.205846, 0.207459, 0.205194, 0.206063, 0.204717
0.204913, 0.203707, 0.205813, 0.206061, 0.204010
0.206005, 0.206905, 0.205163, 0.205876, 0.205099
0.205421, 0.204713, 0.203373, 0.203718, 0.208123
0.207852, 0.206260, 0.204969, 0.206902, 0.206122
0.204077, 0.206836, 0.206906, 0.205014, 0.206443
0.203674, 0.207037, 0.206927, 0.204464, 0.206696
0.203952, 0.205712, 0.210343, 0.206998, 0.207169
0.205916, 0.204952, 0.206989, 0.206489, 0.205949
.
2 nodes
.
7.110844, 7.460538, 7.010334, 7.409357, 7.676544
3.976922, 3.945664, 3.989596, 3.940382, 3.979702
2.661347, 2.650277, 2.685114, 2.762377, 2.459870
1.984072, 2.083802, 1.995287, 2.037679, 2.020062
1.526983, 1.508111, 1.504908, 1.498954, 1.516661
1.462029, 1.348977, 1.333724, 1.345775, 1.336934
1.014773, 1.020285, 1.020205, 1.019186, 1.019206
1.003008, 1.011465, 1.049573, 1.053282, 1.016409
0.868506, 0.885370, 0.858918, 0.887273, 0.871657
0.708796, 0.713322, 0.716973, 0.692180, 0.704889
0.707731, 0.704372, 0.703562, 0.702479, 0.733710
0.700979, 0.695111, 0.726648, 0.706562, 0.723627
0.530415, 0.534172, 0.541350, 0.555191, 0.537107
0.534725, 0.560745, 0.542618, 0.531827, 0.553058
0.541438, 0.534705, 0.536477, 0.550790, 0.546730
0.540951, 0.543549, 0.556960, 0.539989, 0.557576
0.370201, 0.375844, 0.378679, 0.377121, 0.378693
0.372443, 0.375438, 0.376294, 0.369159, 0.367897
0.376721, 0.373629, 0.370773, 0.376738, 0.370032
0.384617, 0.374475, 0.373414, 0.370841, 0.372592
0.369675, 0.373690, 0.373506, 0.374576, 0.375921
0.375269, 0.371257, 0.372679, 0.373715, 0.370688
0.380344, 0.373595, 0.372353, 0.377551, 0.370281
