0.049248, 0.027440, 0.028025, 0.028588, 0.027369
0.337929, 0.284882, 0.284277, 0.286966, 0.282774
0.307712, 0.284921, 0.270214, 0.285433, 0.275454
0.310658, 0.288962, 0.280778, 0.287663, 0.280441
0.286261, 0.283918, 0.288906, 0.285854, 0.281772
0.298646, 0.287685, 0.289352, 0.290682, 0.288420
0.293371, 0.277344, 0.275473, 0.285761, 0.280514
0.341835, 0.292778, 0.289863, 0.288049, 0.289905
0.334057, 0.293483, 0.288299, 0.295163, 0.298803
0.303367, 0.298010, 0.299817, 0.285018, 0.299113
0.325395, 0.302548, 0.295370, 0.295455, 0.300362
0.369119, 0.295818, 0.308403, 0.304289, 0.298790
0.311416, 0.298105, 0.304221, 0.311111, 0.322953
0.319723, 0.303991, 0.308197, 0.296285, 0.306204
0.320313, 0.305055, 0.318122, 0.306033, 0.307860
0.317659, 0.319166, 0.310435, 0.307111, 0.317206
