0.153259, 0.143332, 0.149530, 0.140478, 0.135159
0.398927, 0.379143, 0.377709, 0.384758, 0.380172
0.414338, 0.375226, 0.369748, 0.371459, 0.374276
0.382283, 0.389655, 0.375149, 0.377293, 0.376825
0.390607, 0.374719, 0.377216, 0.373844, 0.378683
0.389822, 0.376549, 0.383924, 0.383782, 0.381874
0.388254, 0.377266, 0.378113, 0.383279, 0.379962
0.389233, 0.386135, 0.384576, 0.391055, 0.391792
0.387482, 0.386199, 0.401499, 0.386776, 0.393373
0.409275, 0.399749, 0.401306, 0.397593, 0.393692
0.438862, 0.397004, 0.396426, 0.395719, 0.397879
0.404506, 0.408106, 0.399147, 0.416590, 0.406129
0.398952, 0.404737, 0.407671, 0.409396, 0.431819
0.405782, 0.417747, 0.404879, 0.409973, 0.420359
0.423944, 0.415855, 0.416342, 0.418718, 0.420708
0.422514, 0.423970, 0.421572, 0.432107, 0.416291
