0.055268, 0.045519, 0.044377, 0.050332, 0.043968
0.337203, 0.293220, 0.296894, 0.299023, 0.299675
0.340865, 0.302206, 0.301735, 0.295941, 0.293979
0.314289, 0.295213, 0.302732, 0.304175, 0.308636
0.306228, 0.309657, 0.307904, 0.306919, 0.306977
0.312325, 0.311495, 0.305286, 0.308396, 0.304031
0.307806, 0.314419, 0.312724, 0.308501, 0.301425
0.318520, 0.309606, 0.314430, 0.311986, 0.310188
0.324411, 0.317981, 0.317699, 0.310587, 0.310987
0.332929, 0.320312, 0.311228, 0.321299, 0.324335
0.326619, 0.314430, 0.325822, 0.316183, 0.315301
0.324396, 0.324282, 0.324134, 0.321432, 0.325372
0.330539, 0.318558, 0.324558, 0.320017, 0.322076
0.330549, 0.322243, 0.327553, 0.320866, 0.317128
0.337926, 0.338068, 0.326899, 0.329340, 0.327380
0.339542, 0.343659, 0.333984, 0.331415, 0.332863
